POCP	GCF_900188415.1.faa	GCF_900142975.1.faa	GCF_900141855.1.faa	GCF_900141715.1.faa	GCF_900130035.1.faa	GCF_900129005.1.faa	GCF_900119795.1.faa	GCF_900119185.1.faa	GCF_900116665.1.faa	GCF_900116365.1.faa	GCF_900114265.1.faa	GCF_900112395.1.faa	GCF_900107625.1.faa	GCF_900103215.1.faa	GCF_900102915.1.faa	GCF_900102055.1.faa	GCF_900101815.1.faa	GCF_900099995.1.faa	GCF_023721415.1.faa	GCF_022807975.1.faa	GCF_022662195.1.faa	GCF_021728415.1.faa	GCF_019312585.1.faa	GCF_017814435.1.faa	GCF_016827595.1.faa	GCF_015767265.1.faa	GCF_015476115.1.faa	GCF_014855495.1.faa	GCF_014646675.1.faa	GCF_014646655.1.faa	GCF_014641635.1.faa	GCF_014640155.1.faa	GCF_014596935.1.faa	GCF_014295415.1.faa	GCF_013402795.1.faa	GCF_011927795.1.faa	GCF_010671605.1.faa	GCF_010671595.1.faa	GCF_010671565.1.faa	GCF_009901585.1.faa	GCF_009371985.2.faa	GCF_009193215.1.faa	GCF_009014635.1.faa	GCF_008367235.1.faa	GCF_007997155.1.faa	GCF_006974145.1.faa	GCF_006494535.1.faa	GCF_005943945.1.faa	GCF_005047595.1.faa	GCF_004799345.1.faa	GCF_004362865.1.faa	GCF_003813905.1.faa	GCF_003626755.1.faa	GCF_003610635.1.faa	GCF_003413745.1.faa	GCF_003386195.1.faa	GCF_003353425.1.faa	GCF_003337215.1.faa	GCF_003253545.1.faa	GCF_003008425.1.faa	GCF_002973595.1.faa	GCF_002966125.1.faa	GCF_002954355.1.faa	GCF_002954325.1.faa	GCF_002943755.1.faa	GCF_002943715.1.faa	GCF_002895005.1.faa	GCF_002806995.1.faa	GCF_002072105.2.faa	GCF_001761325.1.faa	GCF_001678675.1.faa	GCF_001653755.1.faa	GCF_001637325.1.faa	GCF_001439665.1.faa	GCF_000973105.1.faa	GCF_000941055.1.faa	GCF_000757385.1.faa	GCF_000746845.1.faa	GCF_000733475.1.faa	GCF_000518485.1.faa	GCF_000430665.1.faa	GCF_000425645.1.faa	GCF_000425305.1.faa	GCF_000424985.1.faa	GCF_000423065.1.faa	GCF_000422365.1.faa	GCF_000382125.1.faa	GCF_000348685.1.faa	GCF_000260835.1.faa	GCF_000260115.1.faa	GCF_000243235.1.faa	GCF_000224085.1.faa	GCF_000220525.1.faa	GCF_000196315.1.faa	GCF_000190595.1.faa	GCF_000154725.1.faa	GCF_000153485.2.faa	GCF_000024125.1.faa	GCF_000023465.1.faa	GCF_000023285.1.faa
GCF_000430665.1.faa	49.936012285641155	49.03909007713427	46.03288920897851	50.68531863784089	41.95987205583018	46.993535797048416	46.16457461645746	44.1278168594253	44.637163627088384	49.6176036495371	48.8828967642527	48.67586721372622	50.479873943561095	43.31070724764616	47.943661971830984	52.36215291485722	45.036144578313255	49.25724189155732	49.47902385522347	49.29577464788733	47.53884319101711	50.56147832267235	49.6189917936694	46.67679453095329	49.53038674033149	42.340089497236114	45.73481384715872	48.558897243107765	46.08479491782903	47.93112653497064	50.04993579683264	48.327029386092526	47.231880181866806	50.563442119127764	49.354838709677416	48.820157312358354	50.18245878948031	47.61436991299467	50.97862477465876	45.01199040767386	47.73310521813516	42.190039899512335	52.02466022138154	44.730510105871026	48.2068607068607	49.13914041576329	46.61063653899146	46.55616942909761	48.02558398220245	48.129086103769644	49.28358632430132	46.15912208504801	42.87720056161572	48.938644954928755	51.27017543859649	47.40030999013668	50.28635284257577	49.06555918125186	48.96995708154506	49.88890534735595	48.39561600422554	50.28604118993135	47.79273411492257	44.15676287492926	46.98245113425596	42.85012888179698	50.35502101144762	48.362614195361914	49.64813026079757	47.32717604254128	48.26741765642218	53.678045993429514	51.54006968641115	48.00975860297894	46.65897287939988	49.097938144329895	42.47496227191659	50.18392756083758	50.20582405854551	51.49316215461903	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_000425645.1.faa	51.498039215686276	53.3011272141707	47.72199651770168	69.61688542036183	52.436109578966715	49.80769230769231	50.23556098412144	46.43062751871042	50.92158700406123	57.815098104423015	62.81304142384627	58.827983040581465	59.65355467340311	44.32748538011696	54.86663133721957	52.62987012987013	46.917358985570615	56.574785359240856	55.79846285226302	52.36226652016952	65.7556270096463	68.10221586847749	56.880222841225624	60.216718266253864	52.8184795724875	45.478162039292094	57.57722007722008	50.09937318452836	56.77352637021716	64.90996200231291	60.70017953321365	54.020239190432385	71.98211624441133	54.50500556173527	50.27729361432419	53.43121082151106	51.060233558696986	54.89713381396166	52.663189505294774	46.8337922040284	48.502372479240805	52.94669669669669	52.35170235170236	47.65022552015132	50.679239252037725	61.02780381130897	59.95875579996564	47.10706829704742	60.055623153137496	56.22608695652174	55.757575757575765	55.067509827379936	43.36317135549872	59.882331310902735	54.607808652831515	67.32060798868858	52.27272727272727	60.94663398076561	53.107548189515406	59.99623493975904	64.0528203456146	55.62758869079777	51.3345521023766	49.600284242316576	53.41113105924597	48.091830649970184	63.76785060417429	64.95771670190274	54.769283746556475	55.93131242333976	55.633174791914385	56.508450197770586	53.24267782426778	57.97763427311388	47.135344588984225	69.14337240757439	48.63247863247863	54.734411085450354	65.6640625	61.11402130260171	49.94846119864527	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_000425305.1.faa	50.25984682713348	50.03497971176718	45.12709158257759	60.51711026615969	42.34629861982434	47.187215798363	46.05578884223156	41.90234622701332	46.927374301675975	50.16544382103294	57.315399396102116	53.308579763957034	60.163605494675096	43.54726598702502	50.96999090633525	54.23418345779907	46.05026929982047	63.10718057022176	49.793875147232036	47.16748768472907	52.60584043593685	59.65100260217358	54.270800379626706	51.84534270650264	53.57672899970317	41.86865839909809	55.24954564518384	47.09815458678791	49.51773260127615	56.123032904148786	63.36253265713847	53.38983050847458	53.669724770642205	54.888643184331066	50.0	49.607086726675234	49.456010745466756	51.283212560386474	51.30781938325991	44.90941566726206	48.314021611769306	43.12849162011173	54.98116051243406	45.50576184379001	52.34917987211565	56.397329336421855	61.26406157489639	46.853329844301975	58.47533632286995	50.889786152235686	51.90163433633725	49.44018856806128	42.171976704350804	61.27666248431619	55.110976898686395	55.92115238817286	53.53762956286615	58.81410256410257	52.31196054254007	57.72123539766363	58.26615754490171	54.77657935285054	51.58420477602622	47.06061529089248	51.052712463500846	49.49640287769784	61.493983434911705	55.05821866021473	50.05189028910304	51.55027092113185	58.773646444879326	56.16248653639021	54.66806533792897	53.939061213285754	44.98346196251378	57.34341252699784	46.69220568734345	55.39141029546146	59.55093280501899	63.040216086434576	49.23654244306418	57.46541580537446	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_000424985.1.faa	58.91711229946524	53.53383458646617	58.13430036263599	52.69168026101142	43.367970660146696	50.705657978385254	42.74429490930369	47.95728300012418	47.43572665512188	54.41775530271106	51.703783203649046	49.76002075496173	53.828794945088006	57.63636363636364	49.83742240614839	47.63936682725396	61.62440371579212	49.56095041322314	54.18103448275862	49.69234884965222	50.79863481228669	52.38024175496194	48.7211093990755	49.358889623265036	48.21894005212858	37.94052863436123	49.023357464827214	60.73764059639027	48.791081511510065	50.61469684269348	49.348314606741575	46.74311926605505	50.72788353863382	48.06893368210494	55.56903991370012	56.802009208874004	47.73413897280967	57.03769140164899	49.38105489773951	53.010242318261305	55.35737036565167	41.70682418778175	46.71468469792738	58.27275006267235	46.577017114914426	51.791661116291465	48.94569612940497	53.83433619254897	48.87722368037329	52.67687819110138	61.05733432613552	50.920069005175385	52.134453781512605	47.24938875305624	50.8467088793992	48.691409137956526	47.223443223443226	51.79463171036205	48.22716346153847	47.24949353280349	51.775107058986045	48.963652748573146	44.365019011406844	50.35640035640036	45.03370786516854	44.041981313195954	48.71326328612761	51.83601238755345	57.6884131346738	49.398120963006455	51.37239882548194	49.947502624868754	47.82926472737904	49.39629729004562	55.87564518065058	50.150375939849624	41.639108554996405	48.55954855954856	50.570281124497996	50.336651053864166	46.947821681864234	51.86619172990553	48.63402758993779	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_000423065.1.faa	53.368176538908244	70.51911349100104	48.26468602295746	55.92586571289221	45.86693548387097	56.579128282689396	44.04228058936579	47.24567752312023	51.27982646420824	54.83376742760839	54.59049839696881	50.20373752985808	55.5739058629232	45.370370370370374	67.86524133462909	54.488236175633155	49.674532139951175	54.11073825503355	57.0822864321608	50.13073794305636	50.14109609386603	56.55590112948109	55.61207188877586	51.78545819589847	58.39404497941083	41.78657074340528	55.28310298707089	52.16898213779416	51.46476642913698	55.26957051477307	54.92355745520302	56.13651647612643	51.6941391941392	57.81276451667513	52.08089097303634	51.33079847908745	50.89018658310782	53.403225806451616	51.73976608187134	46.439169139465875	49.74507372192366	45.09501797637391	56.41603606504588	50.189547793122124	53.23485967503693	54.49023861171367	53.174352495262156	49.56365147527359	52.314075965528254	57.04933737825323	58.1577658010779	51.461345065996234	43.7897515900636	52.956989247311824	60.412969833844166	51.28828390860476	57.05117920744425	54.350068775790916	60.27374670184697	54.67811158798283	54.50579208665564	55.654467523903726	52.9500250710346	48.89286877238684	53.0659214203518	45.90776900706273	55.48117154811716	53.83745354661497	53.7889574434425	52.31511254019292	55.62767573539566	59.19341563786008	57.465194431108976	53.11862430778199	46.969892751001424	52.971277649389236	46.23605217664624	58.401172256593945	56.204509142552816	57.003205128205124	49.863088718510404	54.32225063938619	52.63157894736842	52.36728837876614	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_000422365.1.faa	53.852164400687606	54.28296438883542	49.03123192596877	67.11409395973155	49.478308621636465	51.238207547169814	50.6863596872285	45.28112449799197	53.67258014316838	54.836038423318975	60.960301270986974	58.67531683765842	66.04383758533956	44.69490866692577	56.14775725593667	58.279430789133244	47.116920842411034	62.614437940867475	55.28151046096275	52.8068803752932	56.502242152466366	65.14234875444839	60.787576261785915	57.294879703886494	58.26609442060086	46.449943393174834	56.6025641025641	53.09977151561311	54.394095434260215	60.11189731775547	65.7311405076868	57.922696464553944	59.68992248062015	59.28386858619417	52.6440410418311	52.546828787380875	51.45437844458053	54.59639292593241	54.085970713273504	47.104693140794225	49.92612293144208	48.337070254110614	60.15379238028661	47.48441351312165	53.36729820092342	59.21257391845627	61.15009412972788	48.61812778603269	60.671628873117534	55.524766193280215	56.67376641817536	54.195744680851064	43.179500254971956	64.21380194032584	59.982486865148864	60.471664906722985	58.199860724233986	65.44021024967148	57.668161434977584	68.21589205397302	62.942513803182855	59.42262865339788	60.192937750273025	51.79550681054308	55.7382910260994	48.09863339275104	66.93401385344512	60.36842105263158	57.218792866941016	56.44739138021288	57.93838862559242	62.94307196562836	59.32291666666667	59.17150478581515	48.16551724137931	64.23056203986353	52.05992509363296	59.18981071997169	68.39035769828928	76.43888019474873	51.19589141599413	64.34151785714286	62.616822429906534	50.57861441135627	57.853625403294274	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_000382125.1.faa	60.92512849006807	49.232300255899915	56.81700362882323	55.61745589600743	41.57751876097716	46.80907172995781	41.84591914569032	44.776119402985074	45.48851370052588	53.14419420883299	50.87132301686882	46.4728056004308	48.19352811812755	54.06737880032868	49.93060909791827	48.36769759450172	57.97007156798959	48.2781723167627	54.05000748615062	49.95135510771369	50.88018171493469	55.54517133956386	51.79578031889193	46.21087314662273	48.55849056603774	39.29543176285264	53.99147727272727	58.69653767820774	49.77361907636583	51.67951141486113	50.656865811698474	47.99488736219843	49.803293020544956	50.14474107430041	59.42536790469517	64.01394133023526	51.56846699399891	70.95684226693288	55.60061529855964	62.69255663430421	64.46881606765328	43.660598179453835	47.255443115608706	58.49032090424841	45.996328202231325	51.53611956822585	51.88920668372723	57.928286852589636	52.455526835943445	57.3471250380286	66.17967050046627	49.22846441947566	57.05691809347524	49.24157751876098	48.47926267281106	52.36038259796359	47.43276283618582	47.80479843316468	46.27450980392157	47.84876140808344	51.60965794768612	52.908891328210764	46.027963139497935	56.88826902216023	51.81420081326243	42.55177907594265	52.40216353802099	51.63076923076923	59.966827503015686	49.08896034297964	47.86811440677966	52.63075477607266	48.46036585365854	47.190854593614944	53.70186335403727	50.27476840948344	41.93886724602937	50.05423833875716	51.177658142664875	49.8702488169745	45.75180564674984	53.254533678756474	49.711795304372274	56.43455569289932	50.76992076543579	51.46774193548387	100	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_000348685.1.faa	49.838882921589686	52.676322418136024	47.42678419107194	63.39100346020762	45.11736247984232	47.85569400173863	47.98229184403201	43.17348377997179	48.79278728606357	53.70370370370371	57.52580496071483	53.06848502816484	65.79873328641803	43.90710731147123	55.69533000172324	57.80704538241827	47.351135227759535	61.03819495649609	52.57628814407204	48.88684170121296	56.19302106255895	62.44336005576856	60.340148362583676	56.013329294153294	57.69813225643614	45.21504523091573	56.99905630701478	49.82792159209936	52.557200538358	60.290556900726386	66.03641456582633	60.33709879863726	57.62821549911018	59.97109826589595	49.992251665891835	50.78981302385558	50.24060150375939	52.736318407960205	50.33235430514763	44.85304557716882	48.79465582340982	45.08226691042048	57.4486301369863	46.82822523164647	57.61837787154243	58.45048899755502	61.71783257842643	47.50292056074766	62.103477523324855	52.76646300067889	53.703059805285115	53.82946771233106	42.6525998492841	66.2605267873141	59.98627316403569	58.431034482758626	57.91538723984988	67.84205693296602	57.73757245740383	60.7077374404107	59.289356277883996	58.82352941176471	52.102637205987165	47.79067752555883	53.448879551820724	45.45985401459854	72.48394004282656	59.384668270883466	50.63865546218488	52.67567105488118	57.438136826783115	56.27629733520336	57.85981626403539	56.24711138499461	45.87404994571118	59.87339546333743	51.16822429906542	59.60838676139317	73.20410490307869	63.826887033566194	49.963940574066065	62.68656716417911	61.35904213963613	51.11380512198818	55.81821208589979	66.3102573396158	50.64893953782843	100	~	~	~	~	~	~	~	~	~	~	~	~
GCF_000260835.1.faa	50.16332244517032	53.272669220945076	47.84048373164411	54.88404778636683	46.0404150737302	49.55972996771353	46.741573033707866	50.8140531276778	52.64869888475836	62.738958470665786	51.725753553022024	48.73835986782818	55.27162258756254	43.657246096270484	54.750656167979	51.25523012552301	47.40419378163413	50.08217540714179	55.81316635640549	51.579766536964975	53.155881415365	55.274336283185846	54.60562603419746	49.754375191894376	52.160546541417595	43.038789634637055	51.62679425837321	50.31084154662623	53.68852459016394	55.83756345177665	56.16998577524893	53.68919657496812	55.34219596258001	53.08370044052864	50.30636292223095	51.70045781556573	52.14873514172509	53.80595715032225	50.74439742986993	46.613946800862685	47.9994115916446	46.09810479375697	49.21766342141864	46.52807853327559	50.05545872286484	51.9361833952912	53.49906351098246	46.42011834319526	53.797141381091784	56.66781529979325	55.27895480225988	52.0575783234547	41.91008382016764	53.15856544693246	53.88501742160279	52.15336134453782	50.08659508139937	55.19880530147471	51.739518287243534	52.57174804323519	52.26244343891403	53.504547886570364	49.782766111513396	50.64226640858701	50.55120910384068	44.24726412304052	56.7258883248731	54.712041884816756	53.65063118389628	51.08488109703176	51.25331760542613	52.813390313390315	50.898100172711565	51.25722317663595	46.291208791208796	53.88462225397392	49.457994579945805	54.003167341193034	58.67800541167375	54.436948624805396	48.97005113221329	58.379578246392896	50.19706763361186	51.77392105667332	54.04629160331137	56.77716390423573	50.62600321027288	57.02956020187455	100	~	~	~	~	~	~	~	~	~	~	~
GCF_000260115.1.faa	53.24165029469549	56.35876840696118	51.16535819430814	50.97129602783416	46.18599791013584	58.85286783042394	42.32584751823774	55.99415204678363	53.82406682328374	59.210888094583446	54.159547903798135	51.258901322482195	51.17612466921494	48.69905080960357	51.466551076434044	47.075471698113205	54.66075606452407	48.727687048993545	67.73014757554462	54.252391560739085	51.97860962566845	51.721120186697775	47.825432656132435	50.5440414507772	51.465798045602604	38.26661275104462	49.612092027822364	56.49275733880271	47.96091758708581	53.58949815397238	50.366032210834554	46.06422703510083	52.15782983970407	47.595431319507064	52.67467969885088	52.97732859874351	48.19773429454171	49.73369799913632	48.754448398576514	46.28109300330841	48.38830584707646	43.79174256223436	47.25495832135671	52.366900282798476	48.52999866968206	51.892456277734276	46.96991100437915	50.23851368315341	47.39769000427777	55.9771754636234	55.00727802037846	50.710167346364784	45.17621145374449	47.67875802358561	53.80074863230636	49.479618386816995	50.02865329512895	48.3620295596526	50.56526207605344	47.032866707242846	52.434406275358405	47.2479084103919	45.18573551263002	45.88474379445493	45.02196193265007	44.54066265060241	48.70574233858971	52.65282583621684	53.805885681946805	52.70561217166643	52.07811717576365	50.205218411023154	48.34190966266438	50.0065711657248	50.93094508602404	50.536370315944154	43.586497890295355	51.16852953984613	50.03134796238244	53.084299413195936	46.90100608620047	50.877192982456144	46.37700357663267	54.192043540235844	54.77894736842105	50.979505726341166	49.79827864443249	48.75629256736749	53.900390039003895	100	~	~	~	~	~	~	~	~	~	~
GCF_000243235.1.faa	50.13159717412384	69.59172100935639	46.13495346432265	53.22431348349275	42.766194493076554	54.537085744345084	42.828897338403046	45.54671457905544	48.97874689483853	51.676873724117826	51.86987348811344	48.65735767991407	53.852176636392116	44.220634734746454	66.30284396617986	52.39862935465448	49.75989617131732	52.47895229186156	53.963278101209134	47.78932778932779	48.131370328425824	53.32298136645963	52.2555787445818	48.849945235487404	54.94356659142212	40.52548907611024	51.35977337110481	49.46513202437373	49.80439362022269	52.24010439321444	52.2606797630184	56.696926262143656	48.68516635188145	54.248156460403976	51.19496855345912	48.69678540399652	48.72143634385201	50.75792374827744	49.281829591409846	44.583602324080054	48.075909330521874	42.61179520414776	52.996025680220114	46.766878320590905	53.372764399380365	54.26442174993099	53.264295362449346	47.94701986754967	50.84129149613461	53.86715195632393	54.849705608924694	49.798356982823	42.42843951985226	50.08753780041382	57.35068912710567	49.89234081820978	53.854357099329675	51.83016105417276	56.66927286942924	52.32293697205977	52.39323588420751	53.32186962638736	49.50902755780805	46.19187393789588	50.202681633925785	45.43167372881356	52.0139549635268	52.17791411042945	50.30066145520144	49.5954816058617	57.85789751716851	56.04121136434592	54.11854103343465	51.230362852773524	45.31598513011153	51.447800907810304	46.08604720645354	55.07492661826047	53.4037558685446	53.705676457160244	48.84086444007858	51.96901226597805	51.212673489415394	51.40391727160662	69.25026084364286	54.340836012861736	48.87464387464387	53.26601451562007	52.416	51.95815450643777	100	~	~	~	~	~	~	~	~	~
GCF_000224085.1.faa	62.421624634248296	53.551055333713634	58.461138549519106	54.565217391304344	43.40650536772953	52.20841047341973	42.859329557630495	50.064516129032256	49.29205996668517	56.92488262910798	53.209341350860015	48.636240885768295	50.66204287515763	54.560433094033186	51.833513848058175	50.12927319735708	58.08430118752447	50.67867222147561	56.73726904010815	53.52014498815001	53.289661065223584	54.78274460768991	53.289154679165996	49.848526576700635	51.824928063001664	39.8074989225686	51.88087774294671	60.72449952335558	49.42459115687462	53.40627279358132	52.30696798493408	49.57511624178291	51.93685133752375	50.96836668818593	59.623225080837905	65.09324009324008	53.33789329685362	61.118816458622284	54.734184317576094	58.691418927690506	59.7005035780546	42.92006525285481	47.76923076923077	58.07166123778502	48.61878453038674	53.19267073847862	50.76272466394804	56.67288225892382	53.31807780320366	56.53235653235653	64.02058640049907	51.134826394107925	53.989793551380195	50.95337285691396	52.18865598027127	51.857585139318886	50.10732904017172	50.303030303030305	48.51251377302062	48.233562315996075	53.258362168396765	53.20220298977183	46.49234693877551	57.44052246928938	49.67043314500942	43.79494007989347	52.18710089399745	55.31028095091077	65.08320726172467	51.774466123828546	51.420982735723776	52.90697674418605	49.00581217497706	49.293805062229055	55.60538116591929	51.33133763982984	44.01683704149128	52.12253148810449	54.05268490374874	51.95282585388268	48.544712234953245	53.70490737731557	48.8365533775208	58.97506543601047	52.7523623818809	53.658141793460665	60.33247348810548	52.11245235069886	54.92912371134021	56.59562988939844	52.50071448985424	100	~	~	~	~	~	~	~	~
GCF_000220525.1.faa	42.328203565442635	42.04438887152235	42.740112994350284	47.09921043597666	66.23422783010486	42.47265400115141	43.943233654333504	38.74719730941704	41.91198786039454	43.29248629474363	45.2348171944317	49.21967020023557	44.10122164048866	39.718381326906	40.82749187895367	40.56395715185885	38.77145694424741	42.33191738684635	45.78851563792818	42.29303247446257	43.78901373283396	46.00622406639004	40.80387582989413	44.52466907340554	39.00484221071965	39.21537734362691	39.75640224859463	43.57259622529351	46.777963272120196	43.40650536772953	41.78534213268496	39.8897385737151	46.26625983619721	39.197420279469725	39.79073703646715	42.24	38.47072879330944	40.66382978723404	40.337682271680734	37.93200733530823	38.12752452394692	60.24292965917331	40.80869860686375	39.04546098286362	36.80372381691234	42.42792109256449	40.75245546861994	38.352190310414855	40.7507153677832	41.7985853822836	43.39427388754743	46.083788706739526	37.23776223776224	42.49155855695753	40.994211780728634	46.424905918576805	39.74272173324306	43.99927153523948	42.62066562118836	44.43636363636364	45.99810186649794	40.58526389130813	41.35737009544008	39.09231562661166	39.0413337964571	44.04002320185615	42.56637168141593	47.08390177353343	45.14676450967311	49.10941475826972	39.719491035280505	45.04347826086956	40.10803511141121	45.31130487991433	44.26760183436741	47.810919239490666	37.86021861543558	39.62523637613891	43.745290128108515	46.120033812341504	40.00573148015475	47.1841155234657	39.833256137100506	40.90293453724605	42.689575417148525	46.60316319194824	39.15776241357637	41.6930658218937	43.367894172327496	43.80882352941177	40.100250626566414	41.54840744244718	100	~	~	~	~	~	~	~
GCF_000196315.1.faa	53.12744944348644	57.74058577405857	47.824825986078885	58.791208791208796	46.44497519750138	54.89355410999409	47.79424585876198	45.181242807825086	50.593193880736806	52.74177467597209	55.0606012907288	52.451573849878926	60.78254597908403	44.79802571762567	59.187996469549866	61.95652173913043	47.924253459577564	55.87836820713533	55.67502986857825	49.411764705882355	51.25321336760925	59.66071428571429	62.070885136388945	52.27413366336634	63.78983634797588	43.874736329709556	53.29581993569131	52.0550038197097	51.25732001377885	54.11920092455011	60.97954790096879	60.176503033645886	52.55667714711236	65.24638755094479	52.50989707046714	50.69238377843719	51.75061425061425	53.25953259532595	52.89843626599273	45.89427950760319	49.214582098399525	46.28657164291073	67.41494212556998	48.553148175076345	57.035617313528185	54.823602872307205	55.31512965825176	50.08941877794337	55.56713566093452	54.44907890163364	57.33879586747417	50.99914602903502	43.034253578732105	59.25041337497704	66.25659050966608	54.22112327799364	66.38714185883997	60.99491237987563	65.34653465346535	63.544018058690746	56.353861192570875	61.52600323915782	61.8560467665327	50.98526540031955	57.839971295299605	46.275327771156135	61.416026344676176	54.471830985915496	55.31658637302134	52.477674662931186	55.080213903743314	66.85231764283147	67.9616724738676	54.16338737604281	47.026279391424616	57.03730401874212	50.324564400409976	63.62506657198651	62.78298204527712	62.55452800558366	53.12729948491538	57.07617625093353	56.904497060225644	49.775576536139916	62.668256943261206	64.08921933085502	49.530744336569576	60.27646416878865	54.177449168207026	51.345223700120926	57.983870967741936	51.558947710295556	44.642857142857146	100	~	~	~	~	~	~
GCF_000190595.1.faa	61.55384175949729	49.773292379698695	58.74451389812475	56.249002394253786	47.52720079129575	50.91376742926763	47.70368040264234	47.947194719471945	49.48072272015934	55.0820659539226	54.544151376146786	57.30880929332043	54.384827362619546	53.91732756548907	49.411577608142494	53.76454987476057	53.245192307692314	54.43159922928709	56.340635606294356	52.37210631609032	51.04425295749964	56.46794150731158	51.33067198935463	52.1800479751658	49.922215308027376	42.61715296198055	49.55428905450825	59.375	50.59884896562451	52.29041916167665	54.655478457318054	48.26789838337183	53.285328532853285	50.47334329845541	59.311040645719224	59.39602332187172	52.06727400140154	58.36236933797909	54.400345125107854	54.27736450584485	55.73192239858906	49.554995801847184	52.47430830039526	53.45333333333333	46.29575828006973	51.82814056053493	49.64318957493019	56.22528296740761	51.426332288401255	53.81840991061628	60.990860990860995	52.53164556962025	51.33183378714337	52.8519617540389	53.11262474259465	52.10819411296739	50.00787773751378	53.288364249578414	51.69957915182907	54.201043946792396	54.42981807424937	51.40776699029126	50.84467771034935	54.827365728900254	48.95917379377118	47.184730743012956	53.55559205123994	53.974297953355546	64.44444444444444	52.49447426586676	51.7199184228416	57.085151074486994	52.270941379852275	55.34690366972477	59.84973895326626	54.55281918340894	45.20611394163965	50.17583120204604	54.08038976857491	57.82184450739691	50.90320841197088	55.5778558287339	51.63389242336611	56.648785996612084	52.587800369685766	58.28752290521406	55.65191827135087	52.16467897402385	53.72120006630201	54.123497720679644	49.50901363036787	58.2067541660522	49.55407815793741	56.1424034765168	100	~	~	~	~	~
GCF_000154725.1.faa	44.97536945812808	43.33123821495914	41.125390760680794	50.53501286739808	38.641425389755014	42.35155790711346	42.20171214553237	40.11273438398712	43.09561801890266	44.70936976414486	47.75142080553497	46.20912684153791	47.44064772883217	38.16737288135593	43.86983526870105	48.994307400379505	39.18196607018359	49.01001908396946	45.0	44.12272055199606	44.98430634023855	50.524451709576354	48.218793828892004	44.692260816575256	46.50145772594752	39.49898785425101	44.27835699032785	42.976104272266475	42.9309659467338	46.14003590664273	51.8796992481203	43.899721448467965	44.95118191161357	47.65373301582855	45.92850049652433	44.139874471628026	48.81861141403126	44.96770721205598	47.64618434093161	43.28012953967153	44.64601248674755	39.27612045808002	48.7975278785436	40.53144581109306	43.38915271182204	47.61261814164723	46.628767847699635	43.580641344219615	48.692984795945584	45.083388925950636	46.0910944935418	43.28593996840443	39.39362258233142	50.37583518930958	45.75427264163639	47.2376063757936	47.48827863362358	46.438706015891036	45.17543859649123	49.80870058098342	49.93019418707958	48.04055905727596	46.9022869022869	43.74830485489558	46.43882433356117	42.13888560274459	50.00693769945887	45.9237299555316	47.09386998543625	45.94739667203435	46.09937448365396	51.074312303270844	48.50955754578265	45.5522609340252	40.56403968342437	48.68312757201646	41.67215273206057	46.7046379170057	47.83685360524399	52.22162740899358	47.27038425492034	47.23122446103988	49.34030370923575	41.74591563033406	45.96583442838371	52.50667041145907	42.54513319025375	47.85191324768615	44.59516151587191	42.71867895177696	43.77282458128699	43.37257880744398	36.9114619080302	50.76749753555837	47.63076126359399	100	~	~	~	~
GCF_000153485.2.faa	43.57286769644057	49.25824175824176	39.588043205224814	46.39236732259988	38.316177600245815	43.92081736909323	40.31760035288928	38.97480668495884	42.599036402569595	43.46414455110107	44.27820460978569	41.72530622882461	46.415607985480946	37.03365658870508	48.061209329965834	45.82295988934993	40.80191653007187	45.37553508885718	44.21660649819494	42.26582448595619	40.74074074074074	46.084608460846084	45.74748257164988	40.59760956175299	46.35424246834522	37.03140130031816	42.876749931375244	41.334909998686115	42.18568102444703	44.46160325705461	45.67771084337349	48.086087624903925	41.77802785201857	45.01856435643564	43.88294269069232	42.86315199102636	42.689363948271314	45.03477874796507	43.82857915371096	39.38025341864258	41.20808804709496	38.308846514535794	44.34101654846336	39.21692055898276	43.537600655111234	46.22591006423983	48.54115256205545	40.63786008230453	43.89564707606625	46.24633431085044	45.17964071856287	42.21933246640659	36.940382452193475	44.4154247964357	47.35050325636471	43.92092746730083	44.25625920471281	45.00235367958575	49.14665458389971	45.31494829207145	44.91948917268184	45.4476823191907	46.20795107033639	42.45409762651142	45.12048192771084	44.47158652609925	45.56031843233313	43.58138155944263	44.70776388485025	43.35251586247602	46.61451654270326	49.45717732207479	45.812518366147515	44.30516242081143	39.34426229508197	46.24338624338624	39.53757225433526	45.603821465890434	46.07431340872375	47.25614241577166	43.836662002289785	45.25070071628776	48.71585813289849	43.25760595190647	49.4592645998558	48.16940738442445	42.506210322936795	45.505789152955515	43.42186534898085	42.658161936995576	50.12386457473163	43.064784053156146	36.80786686838124	49.17522564581388	44.19066534260179	39.635116934002696	100	~	~	~
