POCP	GCF_900302505.1.faa	GCF_900302495.1.faa	GCF_900302485.1.faa	GCF_900302465.1.faa	GCF_900231835.1.faa	GCF_900184945.1.faa	GCF_900184895.1.faa	GCF_900184815.1.faa	GCF_900172375.1.faa	GCF_900172275.1.faa	GCF_900142295.1.faa	GCF_900129685.1.faa	GCF_900110025.1.faa	GCF_900109295.1.faa	GCF_900109035.1.faa	GCF_900108275.1.faa	GCF_900107585.1.faa	GCF_900106695.1.faa	GCF_900102905.1.faa	GCF_900100045.1.faa	GCF_023541015.1.faa	GCF_022899245.1.faa	GCF_019623905.1.faa	GCF_019297855.1.faa	GCF_019264375.1.faa	GCF_018457175.1.faa	GCF_016918935.1.faa	GCF_016765795.1.faa	GCF_016765775.1.faa	GCF_016653255.1.faa	GCF_016623495.1.faa	GCF_014681765.1.faa	GCF_014235845.1.faa	GCF_014199445.1.faa	GCF_013415485.1.faa	GCF_013155465.1.faa	GCF_013093415.1.faa	GCF_011326755.1.faa	GCF_011044155.1.faa	GCF_009908165.1.faa	GCF_009833495.1.faa	GCF_009830125.1.faa	GCF_009380135.2.faa	GCF_008369105.1.faa	GCF_008124525.1.faa	GCF_007855645.1.faa	GCF_005938225.1.faa	GCF_005887635.2.faa	GCF_004803475.1.faa	GCF_004348975.1.faa	GCF_004010155.1.faa	GCF_004006175.1.faa	GCF_004000435.1.faa	GCF_003688285.1.faa	GCF_003646465.1.faa	GCF_003544895.1.faa	GCF_003385555.1.faa	GCF_003290025.1.faa	GCF_003254295.1.faa	GCF_003217255.1.faa	GCF_003205515.1.faa	GCF_003172915.1.faa	GCF_003148765.1.faa	GCF_003116585.1.faa	GCF_003075525.1.faa	GCF_003072065.1.faa	GCF_003056725.1.faa	GCF_003054175.1.faa	GCF_003034995.1.faa	GCF_003034985.1.faa	GCF_003034965.1.faa	GCF_003008555.2.faa	GCF_002927635.1.faa	GCF_002900975.1.faa	GCF_002871005.1.faa	GCF_002797755.1.faa	GCF_002760615.1.faa	GCF_002751875.1.faa	GCF_002504165.1.faa	GCF_002358085.1.faa	GCF_002210095.1.faa	GCF_001890925.1.faa	GCF_001879715.1.faa	GCF_001870675.1.faa	GCF_001633165.1.faa	GCF_001294535.1.faa	GCF_001262635.1.faa	GCF_001205715.1.faa	GCF_000812685.1.faa	GCF_000768315.1.faa	GCF_000740785.1.faa	GCF_000740775.1.faa	GCF_000738435.1.faa	GCF_000714535.1.faa	GCF_000600975.2.faa	GCF_000473225.1.faa	GCF_000473205.1.faa	GCF_000429365.1.faa	GCF_000420745.1.faa	GCF_000382265.1.faa	GCA_005473895.2.faa
GCF_002210095.1.faa	54.63819941102229	46.274852523487	50.321634127073686	53.900196301270796	47.69565217391305	54.36135624709707	52.150117279124316	48.367157721232104	48.26357969723954	49.961124069754526	53.150175583557115	49.72004479283314	52.6382173638848	50.40544923775543	57.84405094749923	55.423620025673934	46.19443087445042	47.364168854776814	53.265635818139856	46.87442033017993	49.56799621256954	43.45088161209068	51.81605453250585	51.09352676118255	50.64454657549602	48.44831201509751	49.414419254324706	50.03721424774057	51.73241494468795	48.45098473113521	45.860209368721584	50.18438844499078	50.734076608897226	46.38860630722279	49.80678402747961	52.4315952503872	48.358502954694686	48.643140619972115	45.15204259240299	53.053792529393405	47.66536964980545	52.389096739711384	52.86474319623491	57.416502946954814	46.599232647366584	49.2576882290562	57.011860859164756	51.56534226902825	57.60276845637584	55.85964912280702	48.63215902381421	51.765477193968344	53.234316982607	52.645587139359094	62.37337192474675	49.081421893684094	53.07692307692308	45.76808183217163	47.22344161545215	47.90338812479034	55.120583286595625	52.45767060030785	51.560461615654795	57.40058910162003	51.30262412686426	49.653476414039794	44.30036443766421	57.66309639727362	49.617030862806935	50.36399735274652	50.86112927839547	57.416906032006565	50.145942790426155	50.63892702502905	52.687458526874586	51.760722347629795	55.37345513164965	52.39080710162292	52.10111267149185	48.39287848010515	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_001890925.1.faa	56.59088085476457	51.38401559454191	58.14644690624156	63.80778588807786	49.92894974809456	56.10358908231249	54.9868915992249	53.64936954413191	48.70431893687708	60.03446447507953	54.26243463456159	54.97256056752777	51.86840471756673	58.523748395378696	59.09978043425226	56.8259601977437	42.31996353691887	44.09570058036243	56.80588316914111	42.58285959455111	57.267525035765374	42.24054982817869	52.640382317801674	56.910994764397905	51.755561511659074	55.93514048768412	47.79561671763506	50.855776491316384	51.544995691247074	47.60522496371553	44.39859964991248	48.35601589786825	49.94736842105263	51.4076881429345	50.13363879343261	55.51908582543156	49.69397056908452	57.807731434384536	44.12614347616755	51.459764474975465	50.5701332600632	55.23049645390071	52.940469031870116	57.24114207086344	47.899747969756376	45.82862877932505	55.44669932353627	44.64722902292455	59.62609879905906	55.68341944574918	47.615764678846375	54.241701019743985	55.8974358974359	56.32719939500882	53.92993487536493	54.21188630490956	56.57150737829265	42.740926157697125	47.44544623023651	46.566007482629615	57.36319742489271	51.19478638667631	49.35339760169292	52.759170653907496	50.35577449370553	53.39922532389475	36.61508704061895	52.00317784587447	51.3411510985308	47.59815749067778	52.62475696694751	56.00193026903124	54.67210807768084	53.445692883895134	48.06380638063806	53.60086474800703	50.11847120634594	53.05620305620305	51.98768915106437	51.24457308248914	52.62033173908619	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_001879715.1.faa	58.94303716085895	52.16219857200593	59.74754558204769	56.52994464016105	52.108716026241794	57.31680318795661	55.06411010469356	53.94934804413239	50.88928719150696	57.21947194719472	56.70984781788454	55.938324767328794	57.92111011178209	56.052141527001865	61.45596770123644	59.74793225679401	43.05032925682032	45.42895606412924	61.18240807498198	48.38139432106949	60.37511164036916	45.152077680993855	55.81625092615461	62.4185667752443	58.456189151599446	56.85922889714359	51.33315733896515	55.99426635392234	56.324035154757354	51.30696592308745	46.608853222883766	52.55883451624953	55.15829694323144	54.22990444069702	54.47593935398813	69.87679155142067	53.354934521398675	57.99525816649105	45.64459930313589	55.73604060913706	53.96032538889681	57.72560335781742	55.427079447967174	60.07811575334359	52.21251819505095	48.56474866865827	53.99903637677668	47.46385127381226	57.937219730941706	57.87239204269772	54.833353101648676	52.70511960652806	56.42714336116664	62.20308013573479	56.24276117674311	56.146223888591315	59.01991689353776	47.155431515671964	52.133857200921284	49.14032168607876	59.63251670378619	53.15697529323683	53.351955307262564	53.59684660024089	55.782466433487535	56.02217602217602	38.89551052840684	55.580278721161726	57.016930180495315	50.91566809857563	56.509471987101975	57.353124610203324	58.76499853672812	55.05298526751099	52.699024722159216	57.14686491794081	50.95919448860625	55.18120805369128	54.71698113207547	56.613437782464594	56.67189952904239	57.2751976284585	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_001870675.1.faa	53.30110497237569	50.885855358698805	56.074624601850445	52.66495749561463	50.05770340450086	52.536189243262335	49.28427925665495	50.32934534211587	50.81893984514592	53.85300668151448	52.765039115187484	52.011407985589905	55.58929064311344	54.36183927804039	54.79767221545541	54.01129943502825	46.491778586670016	44.51139638459523	59.06533291653642	46.05355884425652	57.838537453486495	48.25239715434581	51.69951064673985	52.97906602254429	56.545919134225166	51.554332874828056	53.146753800255716	51.576292559899116	55.851791085589284	61.25553914327917	46.90499374043678	58.17987723512144	50.96451185392431	53.33637330901353	67.06867196367764	53.52568423891061	56.41921397379913	51.7363571934798	44.48593145752767	54.77325343864905	51.88562596599691	56.116833639057425	54.28990141220357	51.50404448938322	53.1501657981999	49.944149678860654	49.87765614938829	45.11434511434512	54.04512933406714	52.4847541196315	48.745882949075245	47.78213818527768	50.954054732613606	56.252631578947366	48.054835124120046	52.0704083104891	61.78205526234088	43.64961840756351	52.96610169491526	49.72284644194757	54.85181284790131	57.46957335829879	49.83759906457061	47.02187063750582	52.16190247417728	52.949985025456726	38.44297555345714	49.37515621094726	57.32223903177005	52.65374894692501	55.35766000579206	51.24331550802139	58.15467683023662	55.83946674073046	48.71392343919816	53.68628640776699	49.100921555405705	53.883986691740205	51.83860351981685	58.26913620717915	48.38101574628521	51.078184945098556	54.85110470701249	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_001633165.1.faa	51.06759317751105	46.72662346250496	51.00440286186021	49.07247093742271	47.67976863415275	49.14958569559529	47.36659335571247	46.51220113384274	49.47909619807874	49.89203778677463	51.30424032636915	47.90786424969333	51.78639060724656	50.378787878787875	51.14087301587301	52.34042553191489	45.186299467715806	44.6744493922253	54.5171780008483	47.796278158667974	52.33372228704785	46.82817532558465	49.40505099562895	49.80015987210232	53.26146288209607	48.42039018250472	50.427793621986	50.19201228878648	52.54725247214921	52.94828744123573	45.11698880976602	49.30836087648427	46.82560942941334	49.889716018748274	51.249514437394794	48.39347503707365	50.89463220675944	48.46054333764553	44.2745289943724	54.19057121476677	48.28551434569629	50.91471270291162	50.39726194841706	49.42354722254571	49.50057077625571	49.36838075794309	49.34834123222749	45.18752824220515	51.06382978723404	51.76568837986161	47.21671140156378	45.05724350506385	47.51764842032172	52.28205128205128	48.335613315093475	49.132264002103604	55.233946887733595	43.57943727522742	56.96236201622556	49.034013605442176	52.39005736137668	51.76643768400393	47.670807453416145	48.34429942832488	49.205643817353625	50.088399292805654	41.358024691358025	50.07491068341593	56.25257378174331	52.560106856634015	55.87653343886031	50.594727161250766	54.21686746987952	51.29507364144236	50.63644484144707	50.22705380487133	50.015669069257285	51.58144438587243	50.52192066805845	54.79634002361276	49.56153925513257	47.35244109788681	51.09269027882441	52.22895622895622	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_001294535.1.faa	49.84395898350423	43.35112555117197	49.5015015015015	48.397681286229904	44.4482917820868	49.398768208035975	50.29909240924092	45.24043179587831	48.34280303030303	48.31699539388213	49.661054012683145	47.87943769359066	63.43283582089553	48.284173074715945	51.54040127179037	49.42124375851112	40.261882668316325	40.31603672859278	50.91020910209102	47.17938707788405	51.118412738531525	44.04732861673579	62.11126654471107	49.246759313324766	54.52593917710197	49.10019995556543	44.09987458670619	65.7345811252678	56.13530842361265	46.77722888732063	40.892276650599705	48.11402557988294	44.010325002933236	44.20647334857418	48.15489749430524	50.092906328560495	45.245291792606366	50.75679981791282	41.219802838262375	54.336088154269966	45.00121921482565	47.681142986733185	59.2011257848019	50.44587308170884	42.988220706757595	44.81673038003148	48.97336000842371	44.71692400847714	49.35555555555556	51.04354274817248	53.407438188240185	47.756631495907705	49.515363992575786	48.91046629784351	48.6316003662631	48.89761052753088	48.23831661365305	54.25744458186662	50.5830223880597	46.23528012370643	48.56188089270796	47.37756542512759	47.62965319758193	47.53098373353989	49.78126864187711	49.77407847800237	37.74305247269821	48.37682350523937	50.79117717573723	55.38292998705309	59.99073859689743	49.663482414242296	52.16091667704571	59.599238777566335	52.072306002197145	46.62421912542047	49.02163687676387	50.08675534991325	47.97614952413714	50.50427677773522	48.56744186046512	48.07878592185986	52.07894445060428	47.70101391181325	44.69804521131375	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_001262635.1.faa	56.73940949935815	51.80204410973642	59.26081478370433	63.622660469790226	49.30499866345897	57.24549574444568	54.792107117688516	56.5152084115659	49.50454170107349	57.77625257378174	54.95981918633852	55.296727676095394	52.988712160082095	59.1554906386934	63.811563169164884	62.46395806028834	44.31137724550898	46.26099706744868	58.75071963154864	44.296116504854375	57.37631852622196	42.90193842645382	53.27333251140427	57.74285327191437	54.074691100930174	58.90025575447571	50.019765449993415	51.840770131390656	52.9883011190234	53.12841530054645	48.830598268510144	47.725012431626055	49.7888571039368	55.80025248983027	55.09344564359042	56.53319944772185	53.36927223719676	56.370808678500985	48.26686544912411	53.35107056885848	52.3931623931624	59.251014796386016	54.30734856007945	59.406759631292836	52.84033125090804	47.25103734439834	59.98797354179194	45.960811275352356	62.842159119979534	60.63945743005934	50.29606821411653	56.20046880232169	55.01409112259277	60.59934853420196	55.88065224933503	55.90161743082476	62.64302059496567	42.46971808339586	49.864755206924535	47.98615916955018	57.85744060025011	52.38569826834434	52.661573905662664	58.692324513448504	51.65615141955836	54.524073049252905	37.49628013093939	51.27455565949486	53.547486033519554	48.95586409301276	54.117489270386265	58.9414694894147	57.22214108368628	54.08334408463424	50.59449665949496	54.494539344721375	49.10033869602032	53.785341015677346	51.134102666136094	55.2398135618704	55.382525083612045	60.58700209643606	58.08345029985964	54.67123287671233	50.43260188087775	47.82993799822852	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_001205715.1.faa	57.690884420870844	54.17257835676512	56.233243967828415	62.1164532495772	50.839851262982435	58.84237505339599	56.2790170988563	54.3944136768601	49.281287089542396	60.20784004209418	55.50054341263132	56.93983264709789	52.52064587698755	60.76707441386341	60.82848837209303	56.63772492764565	43.174100067919404	43.8536642747912	58.2381280110117	44.376932096791386	55.29228149829739	43.31105959361789	52.44423350735643	56.81995323460639	52.912234042553195	54.89738232763918	49.860865165696936	52.41129435282359	52.69526952695269	48.71022652874165	45.953326713008934	48.94151417294582	53.421258814311834	53.42465753424658	52.54579911560329	57.436021245774995	51.156779113351426	56.084322140873525	46.09132201769065	52.16808769792935	52.70546544909364	57.29192858938899	55.46399140093157	56.33899077343661	48.638888888888886	46.19504296923652	54.205282669138086	46.25165855816011	60.19668100799016	53.16071845113133	48.85287067686337	52.7490297542044	56.60590965696819	57.70770770770771	54.01606425702812	52.97512182610926	57.299220139553974	45.13788098693759	47.74996757878356	47.41447891805887	57.29305296779346	52.02540747842761	51.879962634283046	51.12543590827433	50.16860654846078	55.50695825049702	37.69955760723216	54.1774720938099	50.983014578039324	48.96469049694856	53.184098803550754	54.35485803282617	55.59743160245672	53.43331680713932	49.14735461303017	55.74473790052286	51.09062980030722	54.70437017994859	52.77494908350305	51.808266360505165	54.8811330298432	61.39330643247093	59.6149129261712	51.595116187475384	47.708634828750604	49.25660498449032	60.144483898616386	100	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_000812685.1.faa	52.537868721764546	49.205242610150584	58.031690652711156	54.80057165129271	51.81490717650319	48.84435841967437	48.10909090909091	48.82847896440129	49.742930591259636	55.44794188861986	51.298701298701296	53.6125503742084	51.619755708975035	54.06632723269574	56.05211726384365	55.41677979907684	39.31903550224161	41.78030303030303	55.08677438659485	42.25	54.41472089067574	42.920616113744074	48.77023066139926	54.20823380637909	53.42268338377287	57.398094229751194	45.58361774744027	51.87929408594908	50.89473684210526	47.46315192743764	42.91638795986622	45.9254498714653	48.24077999152183	50.677348871085215	49.49550040905372	55.06945345969103	46.40860816098379	64.5552377060346	43.58381502890173	50.950321143006946	48.62344582593251	51.01044351010443	50.64168377823408	52.061478409368135	48.7384801329506	45.28732545649839	52.03080362687865	42.08909370199693	54.7789250728091	53.73451770299012	46.50366748166259	53.502012650948814	48.75181774115366	54.635002024018355	49.3498747465108	57.17056948870722	52.36325802615933	42.26144511858798	48.20476858345021	46.789254417468754	54.19010529352373	46.68298338271287	47.25040711511963	47.545597838324696	46.53971202972597	52.182653647329126	33.90037689721911	46.62162162162162	50.841067285382834	46.88772542175684	53.809788654060064	54.88024723152202	54.33692845207352	50.71457192466943	46.293918524571026	50.30532131433556	45.85148083623694	50.40977913599111	48.85223367697594	52.70079849694692	47.50644883920894	53.448056086679415	55.81671728509178	49.47413303013076	46.945921410971344	48.81386861313868	53.17690482467704	51.92964696950525	100	~	~	~	~	~	~	~	~	~	~	~	~
GCF_000768315.1.faa	58.58538307637989	47.046543043104506	53.13375796178343	54.7185048454084	48.76053242154109	53.752306745950385	53.34562411885913	48.5050597976081	51.56152013044023	51.714214214214216	55.829777418982815	53.61788104558657	53.6751734681877	52.3913571255159	56.199398565810775	55.763464075806645	42.99653078924545	49.93813969182319	55.76747224036578	45.235902159451435	54.89378865286368	43.661789460054386	52.57427988205943	53.20227497527201	54.36156763590392	50.97924240647356	50.43394406943105	51.92994996426019	53.436005133590015	48.598480129562724	44.50627515983898	49.754313792709404	54.19980119284295	49.45125063808065	49.644792293798915	53.66612866036431	48.92334194659776	50.78200192492781	44.74645957058017	55.76744186046512	49.63116345282775	52.86433365292426	53.10966563962114	61.446177336677934	48.74835309617918	47.784772538306214	59.49900243848371	50.148399406402376	59.061583577712604	56.09103078982597	48.72691509124686	50.49658597144631	53.431638295565435	53.17346695299451	62.005559119093434	51.4533463605276	55.46174827899727	45.19728975687525	48.969263053943955	48.66364094805849	64.37246963562752	50.95030913670712	51.47420147420148	57.36323962245001	53.949702598351244	53.00567107750472	41.50908416759363	56.33437736256616	50.65463327825093	49.184612168095335	52.22344726203602	57.82305139063752	52.104845115170775	52.175455190352324	53.68001677500524	55.510256083577524	53.25455440669621	53.182374541003675	54.60829493087558	53.27534656156564	59.57177615571776	55.5921052631579	57.9939138576779	50.10615711252654	49.401059663671965	47.85912311325598	55.20626387752717	56.3894523326572	49.861328831544675	100	~	~	~	~	~	~	~	~	~	~	~
GCF_000740785.1.faa	49.06086710916537	44.00178385610227	50.17096673919801	46.27688913403199	45.28274029233722	44.7949148476853	44.61242793081358	42.77472527472527	51.50221137715418	47.475669099756686	48.986905582357	48.40842687990158	57.259771412445325	46.21811785400176	48.25726141078838	51.567692529981215	41.04764344262295	43.290969899665555	53.24571245391889	51.43028126870137	53.454001992693456	54.47915015062629	51.66171305052688	47.931654676258994	59.916846319679706	45.28195753058641	47.354651162790695	55.603324734881056	53.02585604472397	47.950385720768416	42.16216216216216	48.084526244035445	46.09469240048251	45.91900311526479	47.7427783422848	47.56131165610361	46.98256593652213	47.824825986078885	41.689373297002724	56.29175946547884	46.30011091744573	48.080254041570434	51.61290322580645	47.99432477750548	48.78522837706511	47.26545766100243	47.17328424927689	46.732352207533054	49.88043325362217	50.62268150503445	48.61021331609567	43.61212121212121	44.61380812091713	47.87539477461958	47.05215419501133	48.68576491435322	52.188445010345376	49.106728538283065	59.76065818997757	51.55003069367711	51.61837237977805	46.89805957911998	44.04351286813478	47.4339220101932	47.88784131259949	48.97990489338856	38.47631241997439	47.775086064006125	56.812897225236405	51.38650306748467	57.77382540388321	48.627236716295585	55.034213098729225	52.2010792388526	51.403595173602554	48.79527436654749	45.94347179311134	49.822327509623925	49.13616398243045	60.720296196566814	46.34834631448245	44.513513513513516	50.16835016835017	48.17174935518131	51.293696669419205	49.66959029196204	46.1139896373057	45.99088227406811	45.64490330085793	46.91641182466871	100	~	~	~	~	~	~	~	~	~	~
GCF_000740775.1.faa	48.70967741935484	44.36181719848567	48.359847951569755	45.84017169549299	46.46600376242945	45.464638614411015	45.20887420344584	43.74135111334759	48.72681981732632	46.2111801242236	47.791519434628974	45.56609035136642	53.8164002062919	46.442397543719125	47.335105709583495	50.11857707509881	42.77456647398844	44.97789783889981	52.67805442964678	53.40203900709219	50.54550889254222	51.82052752293578	49.993804980795446	47.96349271216456	53.748429429010194	45.39845758354756	49.83441515432507	52.25578658297372	53.00357873210634	51.01648351648351	44.08364722691259	48.17591204397801	48.97959183673469	45.845676400056426	49.41783540619211	47.92481392708465	46.77506775067751	45.9881031064111	43.925583718316894	55.609321278492295	45.902578796561606	47.67671449256285	50.561377245508986	50.35620992638328	48.575186321788685	49.6089676746611	48.65256797583082	49.44169448601358	48.997171509385446	48.47267859316052	47.715373631603995	42.35900885749523	45.575743275129774	48.33005893909627	48.960148716161264	47.43986023383954	50.287686996547755	49.75777801700937	51.42779439760674	48.93528183716075	51.85133435797121	48.69162388881933	45.52211526745461	48.18800790687459	48.91353553644183	49.944351697273234	39.95617966338014	50.516917293233085	54.36797752808988	52.47760517065427	53.14185544768068	49.96245306633292	52.60760981342736	50.771624951368175	50.47207371175065	50.23936919177696	49.79804421768708	49.76424626161929	50.593412454994	53.47148691574648	49.233837111670866	45.470318502912384	50.173143516737206	49.29752066115702	49.99369880277253	46.886120996441285	47.02944942381562	46.31475329149748	44.95096739994699	49.66537513208876	55.94986621602591	100	~	~	~	~	~	~	~	~	~
GCF_000738435.1.faa	52.91371994342291	50.16378796902919	56.21983496808345	55.006214611241546	48.905649216208225	49.549657739882306	50.34642032332564	52.88210207731462	47.26550565230675	56.28332063975628	51.131971286582	51.34011090573013	48.600904465799886	57.025400088092795	52.41723230364317	53.589001447178	40.938822624086185	41.94801714898178	58.285163776493256	40.256471716203265	58.293129263017796	43.09085133418043	48.62670815857123	53.925836961417204	50.94863489125405	53.014084507042256	47.40136846702577	48.758432610879865	50.26595744680851	47.27272727272727	45.2486109132355	44.49754232659749	47.93837788853648	51.5369012326416	48.749636522244835	50.76583413826411	49.67164179104478	53.68191721132898	45.04025105744304	48.264324550397326	53.34920634920635	53.823912100621655	50.027262813522356	48.889175923533976	49.0994645464871	44.73684210526316	49.69058591178407	43.087298613712996	54.52240067624683	50.29852726549024	47.255308130502335	48.40393251608205	50.8594150846588	53.22789360172537	47.458054749590005	52.196420647833165	55.85140306122449	38.58752468347079	46.8684447108181	46.272098385857035	51.50532654006484	49.40468044341043	49.1696559054072	47.044861144077856	45.85581167238843	51.183159188690844	34.65441726311291	47.12717058222676	49.56521739130435	45.28811893352992	51.24703087885985	50.30095759233926	54.871878570262766	51.429384155881095	45.382813463198126	51.77514792899408	43.70989917506874	50.986207919323746	49.1127731338906	51.54274152756702	46.41726943942134	59.57504398430099	53.80075874666292	51.23100303951368	45.76154376292212	43.56352261790183	54.83870967741935	55.149724721364315	49.30090300029129	46.943983667219605	44.13642734776514	44.23131170662906	100	~	~	~	~	~	~	~	~
GCF_000714535.1.faa	57.30852211434736	49.12206173888417	59.19633623873541	51.126927639383155	49.70455824423185	52.26565202352127	52.235872235872236	51.201575837163496	57.457922228670924	54.50730719143395	55.678524374176554	54.15326118748172	60.98086769064942	55.00908201760514	55.49239920687376	57.469680264608606	44.836055507798115	45.22407170294494	59.33982354730758	52.04833141542002	61.68003775365739	49.62360734718458	55.874369910818146	53.61781076066791	69.3220090789281	52.753156056943325	53.374913374913376	58.36182141392041	57.943925233644855	52.95133890008638	46.89748811948405	51.68187744458931	52.57643174967704	50.82161361954108	53.66832779623477	53.14105096799684	51.58955435708204	51.74941225280044	43.37459283387622	60.85915680276632	52.60306951549805	56.20267107255955	56.01405883884405	54.352126607319484	53.04962359809494	49.44126464976833	52.222641984636695	47.75529749790494	55.76303062869425	55.905112266903465	55.52664188351921	48.526499708794404	52.444116924588556	55.19791809341186	50.791732140698656	55.480512171098916	57.706255666364456	47.93969849246231	62.67806267806267	52.41570573638885	59.182177927597834	54.56683653469228	51.035183538676485	51.21979024167806	52.987532345330514	55.3545374963525	41.2279798083857	53.35045243335779	63.23312702623048	54.26045963464938	59.67240892403276	54.79362591431557	62.150471188011736	57.19127016402331	56.87596074258011	56.76713947990544	50.176327970024246	54.47876992523628	55.24075366364271	72.55058148797197	51.783772025233844	50.38138332255979	58.86372772343561	55.63095581865435	54.07183265359821	52.12520212520213	53.82557517388978	52.983446682920565	50.721020521353296	55.51753635585971	58.401063986995716	54.39752555137171	48.28300769686204	100	~	~	~	~	~	~	~
GCF_000600975.2.faa	53.5632183908046	51.8468059339994	55.789640424520826	52.5732716309073	51.38304269392664	50.07910429597177	54.502863092139506	51.80891185919821	55.360472343070235	58.373353989155696	55.466778805719095	56.0952679410843	55.55555555555556	58.8568870317863	56.59023772682515	55.01470588235294	42.045011057629765	45.091106880609196	60.01961425302387	47.631770706825364	61.09134045077106	52.489492402198515	51.98461749759649	57.13631506640208	57.44547308959673	52.47496423462089	57.404941559402275	54.542802975061974	55.68666477111174	51.910631741140215	46.31639889998553	50.5406154699196	54.03163876516665	52.99253849817431	52.96985815602837	53.64999299425529	53.566009104704094	52.8560885608856	44.881562543288545	56.03851054792581	54.37802907915994	56.07462905832231	54.63603653473568	51.270964360587	52.71766066413349	51.84539378087764	51.903807615230455	45.96682284411802	53.59187178019462	53.197791840581665	50.13133701076964	48.05019067535982	54.08534998698933	54.90138787436085	49.13649737751055	51.49601563674635	58.09802012333658	44.734674667607955	51.66057282145034	62.97107114933542	56.77713208732526	54.03640405724608	51.88081434542268	49.591149591149595	49.36614466815809	60.61269146608315	38.89309263863366	55.07640507640508	54.62875197472354	52.23564578403288	55.17657712043466	52.55555555555556	60.37892637527007	54.630833694552805	50.593675790526184	59.39480354879595	49.2689719192388	58.22403135835972	57.430317483976744	58.70125408005498	48.83268482490272	51.39442231075697	55.287569573283854	54.72952086553323	50.83275017494751	49.073396732504264	53.30484330484331	53.25064740357094	49.97039668442866	52.67244726284457	50.61004595151323	50.68767908309456	50.888888888888886	56.740896780018055	100	~	~	~	~	~	~
GCF_000473225.1.faa	54.082690314407465	46.66826749909953	55.50024888003981	57.14931104585498	47.808955223880595	54.114688128772634	52.06760922717125	49.628462058095025	46.88074518936144	51.124969430178524	51.99277407700124	52.26403454657619	52.59523535504661	52.08926875593542	63.632246376811594	61.222574210958584	43.719447396386826	46.00638977635783	56.00051013901288	46.39951792708647	52.30849947534103	41.83841193576938	50.588627276765884	52.99734106840705	53.49555335968379	54.963847124985655	50.09431737797689	50.594405594405586	52.9747630467055	49.60428588822599	49.40917516218721	47.20823542575808	52.28321593393247	48.29219645973573	51.43092686373808	55.25959367945824	48.911343678575726	54.318663214874086	48.61328561842988	52.765763715001135	49.23543535953494	51.58264947245017	50.93306514694379	61.22928915018706	50.88734567901234	48.15804764671702	59.622067767158995	47.44282744282744	60.02755137182872	61.46448087431694	48.66659526614544	56.628095818107994	52.01402912105431	54.38842203548086	59.30817610062893	54.89610699785049	54.95244134432467	45.6857757777343	47.061662845420535	45.14658782951466	59.740420271940664	51.950672645739914	50.20787746170679	58.48192051001095	50.90592691165933	52.99839921191971	40.34080554036814	52.01694017998941	51.1362225257668	49.30270713699754	51.2396694214876	65.97556875490305	53.72093023255814	51.642757982415546	50.483340189222545	52.9184816428127	52.38371530799729	53.685974150311154	50.41508538899431	52.41251325556734	59.89867125513813	56.1541879582315	57.66323024054982	49.53008665934334	49.28958051420839	49.27959697732997	58.48107057074231	55.51876379690949	53.107677792192476	58.10582010582011	45.942245456808564	48.6269102608296	48.63517387510906	52.35989962958537	50.890938961203084	100	~	~	~	~	~
GCF_000473205.1.faa	54.95505876930168	46.08361364728496	55.734030631303696	58.390778619052995	47.94504181600956	53.21590337191746	49.883003616251855	46.8964740340205	46.81138091734118	51.18071699498348	52.12381382738365	53.345679012345684	53.21280515891294	51.11058320465614	60.50753370340999	60.24888471472176	40.22328548644338	43.485449735449734	54.096477794793266	45.026125401929264	53.14345714660716	41.06781376518219	49.78330925658406	51.106542508163024	53.516252626374985	53.82406982085439	46.41972395894774	50.390670553935855	50.92550274223034	46.734892787524366	44.58096673235192	46.9435736677116	50.747356908494346	48.022951228639144	48.80980438369079	53.280632411067195	46.413095811266246	55.21017308371599	44.22065570101824	51.88475116729302	47.129489124936775	49.923753665689155	50.67084078711985	60.72727272727273	49.208596062282844	45.848837209302324	58.10061936325111	45.49141965678627	58.33907649896622	61.027884089666486	46.72096013716246	62.171219660810394	50.28711186729051	52.22468760948266	58.68904037755637	53.48309236467917	54.12436548223351	43.85827542331408	48.22506640907993	44.79230864045359	60.34632034632035	48.34548513740886	47.148330596606456	57.2951963324696	51.8332650553052	50.936421882700834	38.28972559029994	51.17584745762712	49.75149105367793	48.414896891351184	51.83365292425696	58.73514240861179	52.12669683257919	49.4501678435004	49.26432760572075	52.004981320049815	51.248065015479874	49.82636809962879	48.85487124718168	51.61161957819339	56.646901300688604	55.00722463043236	58.64756446991404	49.10845139228139	48.26808078528715	49.516129032258064	58.46875715266652	55.06350082827167	54.283691291007784	58.21069348861832	46.469049694856146	45.68866406070361	46.732352207533054	51.50645624103299	50.12645422357107	61.08399958467449	100	~	~	~	~
